TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y
Break and Enter Residential/Other,2019,5,14,12,30,32XX E 27TH AVE,Renfrew-Collingwood,497399.63,5454826.81
Theft from Vehicle,2019,3,2,20,0,6XX RICHARDS ST,Central Business District,491619.55,5458788.71
Break and Enter Residential/Other,2019,3,13,21,7,13XX DOGWOOD AVE,Oakridge,490046.89,5452310.93
Mischief,2019,4,2,10,20,2XX JACKSON AVE,Strathcona,493215.72,5458927.03
Break and Enter Commercial,2019,6,3,0,0,13XX ROBSON ST,West End,490628.15,5459399.98
Theft from Vehicle,2019,6,30,3,45,65XX WILTSHIRE ST,Kerrisdale,489330.61,5452664.85
Break and Enter Residential/Other,2019,4,17,8,48,13XX DEVONSHIRE CRES,Shaughnessy,490173.19,5454801.88
Mischief,2019,1,16,12,0,2XX KAMLOOPS ST,Hastings-Sunrise,496034.95,5458903.37
Break and Enter Residential/Other,2019,5,14,4,0,6XX W 37TH AVE,South Cambie,491305.26,5453853.08
Theft of Bicycle,2019,6,15,7,0,11XX MARINASIDE CRES,Central Business District,491334.87,5457850.52
Mischief,2019,3,31,12,39,2XX KEEFER ST,Strathcona,492747.39,5458525.45
Theft of Bicycle,2019,4,25,9,0,33XX VICTORIA DR,Kensington-Cedar Cottage,495184.33,5455811.9
Break and Enter Residential/Other,2019,2,24,7,8,6XX W 41ST AVE,South Cambie,491250.13,5453452.62
Mischief,2019,6,9,4,54,2XX KEEFER ST,Strathcona,492754.97,5458525.22
Mischief,2019,6,23,9,0,2XX KEEFER ST,Strathcona,492754.97,5458525.22
Break and Enter Residential/Other,2019,6,3,16,4,32XX E 28TH AVE,Renfrew-Collingwood,497372.31,5454729.71
Break and Enter Residential/Other,2019,6,7,15,0,6XX W 41ST AVE,Oakridge,491253.25,5453429.85
Offence Against a Person,2019,5,22,,,OFFSET TO PROTECT PRIVACY,,0,0
Break and Enter Commercial,2019,5,10,5,42,13XX RICHARDS ST,Central Business District,490785.39,5457960.91
Theft from Vehicle,2019,3,12,4,0,36XX ONTARIO ST,Riley Park,492376.92,5455558.26
Theft of Bicycle,2019,7,10,18,36,5XX W HASTINGS ST,Central Business District,491827.08,5459079.55
Other Theft,2019,1,19,18,38,20XX ALMA ST,West Point Grey,486484.41,5457255.45
Theft from Vehicle,2019,6,13,21,10,8XX MAIN ST,Strathcona,492750.31,5458315.63
Theft from Vehicle,2019,6,20,11,0,8XX MAIN ST,Strathcona,492750.31,5458315.63
Theft from Vehicle,2019,5,9,22,0,75XX JASPER CRES,Victoria-Fraserview,494914.86,5451476.81
Mischief,2019,1,10,21,0,2XX KEEFER ST,Strathcona,492788.9,5458524.22
Mischief,2019,4,5,14,22,2XX KEEFER ST,Strathcona,492870.75,5458521.82
Break and Enter Residential/Other,2019,7,3,22,0,6XX W 41ST AVE,Oakridge,491253.25,5453429.85
Break and Enter Residential/Other,2019,4,15,21,59,6XX W 45TH AVE,Oakridge,491212.54,5453022.75
Mischief,2019,6,3,9,30,2XX KEEFER ST,Strathcona,492870.75,5458521.82
Mischief,2019,7,2,20,43,COLUMBIA ST / POWELL ST,Central Business District,492568.48,5458948.15
Theft from Vehicle,2019,4,19,19,30,8XX MAIN ST,Strathcona,492750.35,5458316.28
Mischief,2019,5,29,23,24,COLUMBIA ST / POWELL ST,Central Business District,492568.48,5458948.15
Theft of Bicycle,2019,5,13,17,16,5XX W HASTINGS ST,Central Business District,491827.08,5459079.55
Offence Against a Person,2019,4,3,,,OFFSET TO PROTECT PRIVACY,,0,0
Other Theft,2019,6,1,16,30,9XX GRANVILLE ST,Central Business District,491088.82,5458538.1
Theft of Bicycle,2019,5,4,20,0,11XX MAINLAND ST,Central Business District,491233.09,5458091.01
Break and Enter Residential/Other,2019,5,31,17,0,6XX W 6TH AVE,Fairview,491336.7,5457013.72
Other Theft,2019,2,20,16,47,20XX ALMA ST,West Point Grey,486484.41,5457255.45
Mischief,2019,2,7,9,0,2XX KEEFER ST,Strathcona,492873.64,5458521.73
Theft from Vehicle,2019,4,5,20,0,65XX VICTORIA DR,Victoria-Fraserview,495216.08,5452486.28
Break and Enter Commercial,2019,6,11,16,0,13XX POWELL ST,Grandview-Woodland,494425.24,5458933.68
Other Theft,2019,3,2,21,23,20XX ALMA ST,West Point Grey,486484.41,5457255.45
Other Theft,2019,5,16,19,43,20XX ALMA ST,West Point Grey,486484.41,5457255.45
Theft from Vehicle,2019,6,17,22,0,22XX YORK AVE,Kitsilano,488597.84,5457678.19
Break and Enter Commercial,2019,2,13,17,24,6XX GORE AVE,Strathcona,492938.63,5458492.29
Other Theft,2019,5,20,22,50,20XX ALMA ST,West Point Grey,486484.41,5457255.45
Theft from Vehicle,2019,1,17,16,30,3XX E 26TH AVE,Riley Park,492816.11,5454975.14
Offence Against a Person,2019,1,31,,,OFFSET TO PROTECT PRIVACY,,0,0
Mischief,2019,1,17,5,7,2XX MAIN ST,Central Business District,492754.13,5458931.99
Theft from Vehicle,2019,2,1,0,0,8XX MALKIN AVE,Strathcona,493699.21,5457955.11
Theft of Bicycle,2019,5,2,20,50,11XX MAIN ST,Strathcona,492741.22,5458012.56
Theft from Vehicle,2019,1,11,14,30,8XX MALKIN AVE,Strathcona,493757.07,5457933.68
Theft from Vehicle,2019,2,19,9,8,5XX BURRARD ST,Central Business District,491373.79,5459260.59
Mischief,2019,1,8,14,50,2XX MAIN ST,Central Business District,492754.33,5458935.84
Mischief,2019,5,16,7,30,2XX MAIN ST,Strathcona,492763.56,5458937.21
Theft of Vehicle,2019,7,15,23,0,34XX MANITOBA ST,Riley Park,492202.12,5455710.3
Break and Enter Commercial,2019,1,27,8,45,13XX ODLUM DR,Grandview-Woodland,494480.84,5457806.08
Break and Enter Commercial,2019,1,7,19,30,13XX ODLUM DR,Grandview-Woodland,494470.59,5457726.54
Other Theft,2019,7,9,10,45,20XX ALMA ST,West Point Grey,486484.41,5457255.45
Break and Enter Commercial,2019,5,26,7,0,13XX NICOLA ST,West End,489804.36,5458898.68
Mischief,2019,2,22,19,0,76XX FRENCH ST,Marpole,489886.65,5451558.24
Mischief,2019,5,24,0,10,2XX MAIN ST,Strathcona,492763.56,5458937.21
Mischief,2019,6,7,22,0,COLUMBIA ST / KEEFER ST,Central Business District,492569.99,5458508.48
Break and Enter Residential/Other,2019,1,13,22,0,32XX E 58TH AVE,Killarney,497269.72,5451613.29
Break and Enter Residential/Other,2019,4,9,7,52,6XX W 7TH AVE,Fairview,491354.35,5456922.24
Mischief,2019,6,4,14,0,COLUMBIA ST / KEEFER ST,Central Business District,492569.99,5458508.48
Break and Enter Commercial,2019,3,24,4,17,6XX FAIRCHILD RD,Oakridge,491284.44,5453101.23
Theft from Vehicle,2019,3,30,22,0,22XX WILLIAM ST,Grandview-Woodland,495732.8,5457906.09
Other Theft,2019,3,12,11,0,7XX GRANVILLE ST,Central Business District,491396.06,5458846.22
Mischief,2019,2,22,5,11,2XX MAIN ST,Strathcona,492763.66,5458939.22
Mischief,2019,1,11,20,36,76XX CAMBIE ST,Marpole,491500.67,5451479.47
Mischief,2019,1,14,7,30,2XX MCLEAN DR,Grandview-Woodland,494618.86,5458943.62
Break and Enter Commercial,2019,1,8,6,30,13XX KINGSWAY AVE,Kensington-Cedar Cottage,494394.75,5455324.94
Mischief,2019,5,24,23,0,2XX MCLEAN DR,Grandview-Woodland,494618.86,5458943.62
Theft of Vehicle,2019,3,29,13,30,14XX HARO ST,West End,490467.11,5459391.48
Mischief,2019,7,4,9,26,76XX BORDEN ST,Victoria-Fraserview,494612.93,5451345.46
Mischief,2019,6,26,1,0,2XX NELSON ST,Central Business District,491399.07,5458157.81
Theft from Vehicle,2019,2,1,7,30,46XX CAMBIE ST,Riley Park,491471.47,5454538.45
Mischief,2019,1,2,10,9,2XX POWELL ST,Strathcona,492763.14,5458937.78
Theft from Vehicle,2019,6,19,0,1,46XX CARNARVON ST,Dunbar-Southlands,487413.72,5454673.36
Theft from Vehicle,2019,1,18,10,0,8XX MILLBANK ST,Fairview,491226.04,5457209.99
Mischief,2019,6,28,13,50,2XX POWELL ST,Strathcona,492765.83,5458937.7
Break and Enter Commercial,2019,2,3,0,30,6XX FAIRCHILD RD,Oakridge,491284.44,5453101.23
Theft from Vehicle,2019,2,3,21,0,22XX WENONAH ST,Kensington-Cedar Cottage,495638.04,5454626.72
Theft from Vehicle,2019,6,18,21,0,46XX CLARENDON ST,Renfrew-Collingwood,496084.53,5454522.97
Theft of Bicycle,2019,4,13,3,44,33XX MAIN ST,Riley Park,492628.27,5455849.15
Break and Enter Commercial,2019,3,1,6,0,13XX HOWE ST,Central Business District,490531.47,5458135.81
Theft from Vehicle,2019,6,23,23,0,10XX BARCLAY ST,West End,490900.72,5458803.66
Theft from Vehicle,2019,6,13,20,0,31XX E 46TH AVE,Killarney,497056.43,5452857.11
Offence Against a Person,2019,5,27,,,OFFSET TO PROTECT PRIVACY,,0,0
Mischief,2019,7,7,12,0,2XX POWELL ST,Strathcona,492827.54,5458935.82
Mischief,2019,5,12,15,10,2XX PRINCESS AVE,Strathcona,493347.42,5458906.58
Theft from Vehicle,2019,1,15,17,0,8XX MILLBANK ST,Fairview,491239.16,5457209.65
Theft from Vehicle,2019,5,17,0,30,22XX W KING EDWARD AVE,Arbutus Ridge,488644.85,5455356.04
Theft from Vehicle,2019,1,31,7,15,22XX W BROADWAY AVE,Kitsilano,488695.94,5456795.8
Offence Against a Person,2019,7,4,,,OFFSET TO PROTECT PRIVACY,,0,0
Theft of Vehicle,2019,1,5,18,0,34XX NAPIER ST,Hastings-Sunrise,497772.79,5458018.04
Theft from Vehicle,2019,1,5,5,0,22XX W BROADWAY AVE,Kitsilano,488695.94,5456795.8
Theft from Vehicle,2019,4,14,19,30,3XX E CORDOVA ST,Strathcona,493012.58,5458829.54
Offence Against a Person,2019,5,15,,,OFFSET TO PROTECT PRIVACY,,0,0
Break and Enter Residential/Other,2019,3,14,18,0,70XX CARRINGTON ST,Kerrisdale,486704.36,5452125.77
Offence Against a Person,2019,4,29,,,OFFSET TO PROTECT PRIVACY,,0,0
Mischief,2019,4,17,21,44,2XX PRINCESS AVE,Strathcona,493347.44,5458909.11
Theft of Bicycle,2019,6,21,14,30,11XX HOWE ST,Central Business District,490761.55,5458365.96
Offence Against a Person,2019,1,1,,,OFFSET TO PROTECT PRIVACY,,0,0
Theft from Vehicle,2019,4,28,22,0,22XX W BROADWAY AVE,Kitsilano,488660.23,5456805.94
Mischief,2019,7,8,0,50,COLUMBIA ST / E PENDER ST,Central Business District,492561.84,5458637.2
Theft from Vehicle,2019,4,11,8,30,5XX BURRARD ST,Central Business District,491320.86,5459222.03
Theft from Vehicle,2019,1,6,2,45,5XX BURRARD ST,Central Business District,491320.86,5459222.03
Theft from Vehicle,2019,1,6,2,0,5XX BURRARD ST,Central Business District,491320.86,5459222.03
Theft of Bicycle,2019,7,10,18,0,11XX HORNBY ST,Central Business District,490751.62,5458494.06
Break and Enter Residential/Other,2019,6,10,20,30,13XX CYPRESS ST,Kitsilano,489248.22,5457961.19
Theft of Bicycle,2019,5,18,15,0,11XX HORNBY ST,Central Business District,490751.62,5458494.06
Offence Against a Person,2019,2,4,,,OFFSET TO PROTECT PRIVACY,,0,0
Theft of Bicycle,2019,7,2,17,0,33XX HEATHER ST,South Cambie,491261.37,5455895.55
Offence Against a Person,2019,5,15,,,OFFSET TO PROTECT PRIVACY,,0,0
Theft from Vehicle,2019,5,28,11,52,6XX E BROADWAY AVE,Mount Pleasant,493382.81,5456635.6
Break and Enter Residential/Other,2019,3,12,15,45,70XX KILLARNEY ST,Killarney,496707.55,5451925.63
Break and Enter Commercial,2019,1,2,0,7,6XX EVANS AVE,Strathcona,493486.62,5457712.96
Break and Enter Residential/Other,2019,6,7,2,53,70XX OSLER ST,Oakridge,490488.69,5452195.29
Theft from Vehicle,2019,1,18,19,0,6XX RICHARDS ST,Central Business District,491603.33,5458785.3
Break and Enter Residential/Other,2019,4,26,0,0,71XX ADERA ST,Kerrisdale,489534.77,5452006
Break and Enter Residential/Other,2019,5,11,22,11,71XX ADERA ST,Kerrisdale,489534.77,5452006
Theft from Vehicle,2019,2,20,5,0,65XX ROSS ST,Sunset,493974.06,5452512.04
Break and Enter Residential/Other,2019,2,10,17,14,32XX E 58TH AVE,Killarney,497269.72,5451613.29
Other Theft,2019,3,14,9,17,9XX SEYMOUR ST,Central Business District,491188.42,5458503.54
Break and Enter Residential/Other,2019,4,5,21,0,19XX W 44TH AVE,Kerrisdale,488973,5453237.03
Mischief,2019,4,8,9,45,COLUMBIA ST / E PENDER ST,Central Business District,492561.84,5458637.2
Theft from Vehicle,2019,5,11,17,0,2XX W 14TH AVE,Mount Pleasant,492020.02,5456216.41
Theft from Vehicle,2019,3,12,14,30,7XX PACIFIC BLVD,Central Business District,492069.7,5458224.33
Theft from Vehicle,2019,5,5,21,30,7XX PACIFIC BLVD,Central Business District,492069.7,5458224.33
Theft of Bicycle,2019,2,24,0,0,11XX HORNBY ST,Central Business District,490751.62,5458494.06
Break and Enter Residential/Other,2019,6,21,22,59,13XX CONNAUGHT DR,Shaughnessy,490125.65,5454702.59
Theft from Vehicle,2019,2,10,11,0,8XX NELSON ST,Central Business District,490967.8,5458584.38
Theft from Vehicle,2019,7,14,10,0,8XX NELSON ST,Central Business District,490967.8,5458584.38
Mischief,2019,2,4,16,30,COLUMBIA ST / E PENDER ST,Central Business District,492561.84,5458637.2
Break and Enter Residential/Other,2019,1,12,2,20,13XX CONNAUGHT DR,Shaughnessy,490125.65,5454702.59
Mischief,2019,5,13,21,39,2XX PRIOR ST,Strathcona,492743.67,5458222.53
Break and Enter Residential/Other,2019,4,14,22,1,13XX CHESTNUT ST,Kitsilano,489356.22,5457961.51
Theft from Vehicle,2019,6,27,23,49,5XX BEATTY ST,Central Business District,492110.5,5458716.35
Break and Enter Commercial,2019,2,5,17,0,13XX HORNBY ST,Central Business District,490494.72,5458221.53
Theft from Vehicle,2019,5,1,9,0,5XX BEATTY ST,Central Business District,492110.5,5458716.35
Theft of Bicycle,2019,1,13,7,0,33XX CAMBIE ST,South Cambie,491615.47,5455802.62
Offence Against a Person,2019,3,29,,,OFFSET TO PROTECT PRIVACY,,0,0
Break and Enter Residential/Other,2019,3,8,0,0,71XX ASH CRES,Oakridge,491277.27,5451951.98
Mischief,2019,7,7,21,25,COLUMBIA ST / E HASTINGS ST,Central Business District,492562.43,5458743.63
Break and Enter Commercial,2019,1,27,17,0,6XX E KENT AVE S,Sunset,493292.46,5450559.94
Mischief,2019,7,6,23,45,COLUMBIA ST / E HASTINGS ST,Central Business District,492562.43,5458743.63
Theft from Vehicle,2019,1,15,10,37,6XX RICHARDS ST,Central Business District,491603.33,5458785.3
Theft from Vehicle,2019,3,11,0,0,65XX RALEIGH ST,Killarney,496566.27,5452426.51
Theft of Vehicle,2019,3,22,18,30,14XX KINGSWAY AVE,Kensington-Cedar Cottage,494550.12,5455212.46
Theft from Vehicle,2019,1,4,12,51,3XX E HASTINGS ST,Strathcona,492915.71,5458728.63
Theft from Vehicle,2019,6,6,15,48,7XX PACIFIC ST,Central Business District,490549.59,5458090.05
Theft from Vehicle,2019,4,7,23,49,5XX BEATTY ST,Central Business District,492110.5,5458716.35
Theft from Vehicle,2019,3,21,19,0,5XX BEATTY ST,Central Business District,492110.5,5458716.35
Mischief,2019,3,30,19,0,75XX KIELDER CRT,Killarney,498036.62,5451422.83
Break and Enter Residential/Other,2019,3,1,9,0,19XX W 43RD AVE,Kerrisdale,489089.65,5453330.76
Theft from Vehicle,2019,2,19,18,0,5XX BEATTY ST,Central Business District,492110.5,5458716.35
Offence Against a Person,2019,7,9,,,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2019,6,23,,,OFFSET TO PROTECT PRIVACY,,0,0
Break and Enter Residential/Other,2019,5,17,16,34,32XX E 5TH AVE,Hastings-Sunrise,497361.15,5456985.82
Theft from Vehicle,2019,2,4,22,30,5XX BEATTY ST,Central Business District,492110.5,5458716.35
Theft of Vehicle,2019,5,2,0,0,34XX TANNER ST,Renfrew-Collingwood,497702.51,5454633.5
Theft of Bicycle,2019,6,3,22,0,11XX HOMER ST,Central Business District,491108.64,5458143.12
Break and Enter Commercial,2019,4,26,8,5,13XX HOMER ST,Central Business District,490891.91,5457924.99
Theft of Bicycle,2019,1,14,15,29,11XX HOMER ST,Central Business District,491060.1,5458081.94
Break and Enter Commercial,2019,6,17,9,46,13XX HOMER ST,Central Business District,490890.87,5457923.88
Theft from Vehicle,2019,3,17,18,0,2XX E 15TH AVE,Mount Pleasant,492708.77,5456081.11
Theft from Vehicle,2019,1,12,15,0,2XX E 15TH AVE,Mount Pleasant,492708.77,5456081.11
Theft from Vehicle,2019,3,18,10,34,39XX RUPERT ST,Renfrew-Collingwood,497548.09,5455163.59
Break and Enter Residential/Other,2019,1,13,11,27,32XX E 6TH AVE,Hastings-Sunrise,497463.67,5456879.24
Theft from Vehicle,2019,3,29,9,32,22XX W 7TH AVE,Kitsilano,488700.92,5456991.14
Break and Enter Residential/Other,2019,1,19,17,0,71XX ASH CRES,Oakridge,491297.21,5451946.36
Break and Enter Residential/Other,2019,6,14,6,23,13XX BEACH AVE,West End,489925.83,5458671.02
Theft from Vehicle,2019,7,9,0,0,7XX PENTICTON ST,Hastings-Sunrise,496222.37,5458389.05
Offence Against a Person,2019,6,7,,,OFFSET TO PROTECT PRIVACY,,0,0
Theft from Vehicle,2019,6,22,20,30,46XX EARLES ST,Renfrew-Collingwood,496761.22,5454381.06
Other Theft,2019,6,1,2,46,9XX GRANVILLE ST,Central Business District,491077.8,5458527.16
Theft from Vehicle,2019,5,18,18,0,39XX QUESNEL DR,Dunbar-Southlands,487345.64,5455464.34
Offence Against a Person,2019,1,18,,,OFFSET TO PROTECT PRIVACY,,0,0
Theft of Bicycle,2019,5,3,12,0,11XX HAMILTON ST,Central Business District,491193.52,5458130.17
Mischief,2019,6,18,18,0,COLUMBIA ST / E CORDOVA ST,Central Business District,492565.37,5458848.64
Theft from Vehicle,2019,1,31,15,30,2XX W 16TH AVE,Riley Park,491974.85,5456001.47
Other Theft,2019,1,24,14,49,10XX ROBSON ST,West End,490935.9,5459079.88
Break and Enter Residential/Other,2019,6,6,10,0,17XX E 11TH AVE,Kensington-Cedar Cottage,495059.57,5456406.42
Mischief,2019,4,6,18,50,2XX RENFREW ST,Hastings-Sunrise,496805.18,5458912.13
Mischief,2019,3,8,18,0,75XX COLUMBIA ST,Marpole,491800.4,5451490.16
Theft from Vehicle,2019,3,4,21,0,22XX W 6TH AVE,Kitsilano,488703.47,5457082.92
Mischief,2019,4,6,19,0,2XX RENFREW ST,Hastings-Sunrise,496805.18,5458912.13
Theft from Vehicle,2019,2,8,9,0,22XX W 6TH AVE,Kitsilano,488630.72,5457085.32
Theft of Bicycle,2019,1,21,13,5,5XX W HASTINGS ST,Central Business District,491826.94,5459079.69
Break and Enter Residential/Other,2019,6,2,20,50,13XX ARBUTUS ST,Kitsilano,488908.51,5457931.36
Break and Enter Residential/Other,2019,5,11,20,31,71XX ASH CRES,Oakridge,491311.75,5451952.33
Break and Enter Residential/Other,2019,5,2,9,30,71XX CAMBIE ST,Oakridge,491485.1,5451924.38
Theft from Vehicle,2019,1,25,15,0,7XX POWELL ST,Strathcona,493498.79,5458915.42
Theft from Vehicle,2019,6,12,10,0,46XX ELGIN ST,Kensington-Cedar Cottage,493981.31,5454534.79
Break and Enter Residential/Other,2019,6,4,7,5,32XX GRANDVIEW HWY,Renfrew-Collingwood,497382.81,5456146.99
Theft from Vehicle,2019,3,28,18,0,22XX W 5TH AVE,Kitsilano,488688.77,5457186.67
Theft from Vehicle,2019,3,28,12,0,22XX W 5TH AVE,Kitsilano,488688.77,5457186.67
Theft from Vehicle,2019,1,3,21,12,22XX W 5TH AVE,Kitsilano,488688.77,5457186.67
Theft from Vehicle,2019,1,1,10,52,6XX RICHARDS ST,Central Business District,491603.33,5458785.3
Offence Against a Person,2019,2,18,,,OFFSET TO PROTECT PRIVACY,,0,0
Mischief,2019,2,20,3,58,2XX ROBSON ST,Central Business District,491588.28,5458445.37
Theft from Vehicle,2019,7,13,6,4,65XX MARINE CRES,Kerrisdale,488077.82,5452634.82
Mischief,2019,6,9,18,0,2XX TERMINAL AVE,Strathcona,492774.78,5457763.51
Mischief,2019,4,2,22,0,2XX UNION ST,Strathcona,492834.57,5458331.4
Theft of Vehicle,2019,2,7,18,0,34XX W 11TH AVE,Kitsilano,486834.42,5456645.51
Mischief,2019,6,30,19,58,2XX UNION ST,Strathcona,492865.19,5458321.06
Mischief,2019,7,3,4,5,2XX UNION ST,Strathcona,492865.19,5458321.06
Theft from Vehicle,2019,1,7,21,0,65XX MARGUERITE ST,Kerrisdale,489448.27,5452702.39
Theft from Vehicle,2019,2,1,16,0,22XX W 5TH AVE,Kitsilano,488632.71,5457188.52
Mischief,2019,4,9,18,0,2XX UNION ST,Strathcona,492877.16,5458329.75
Mischief,2019,5,29,0,0,2XX W 20TH AVE,Riley Park,491949.65,5455576.18
Theft of Bicycle,2019,5,9,18,0,11XX GILFORD ST,West End,489675.86,5459611.24
Theft from Vehicle,2019,2,18,21,0,46XX GOTHARD ST,Renfrew-Collingwood,496140.86,5454420.21
Theft of Bicycle,2019,3,26,10,50,11XX GILFORD ST,West End,489675.86,5459611.24
Theft of Bicycle,2019,1,1,0,0,11XX GILFORD ST,West End,489675.86,5459611.24
Theft of Bicycle,2019,5,12,15,12,11XX GILFORD ST,West End,489667.86,5459616.16
Theft from Vehicle,2019,1,10,22,30,22XX W 5TH AVE,Kitsilano,488632.71,5457188.52
Break and Enter Residential/Other,2019,5,20,21,28,72XX ADERA ST,Kerrisdale,489532.64,5451868.42
Mischief,2019,4,15,1,54,74XX YEW ST,Kerrisdale,488373.68,5451794.06
Theft from Vehicle,2019,6,26,22,0,46XX GOTHARD ST,Renfrew-Collingwood,496160.57,5454450.63
Theft from Vehicle,2019,1,16,9,0,10XX BARCLAY ST,West End,490903.58,5458800.68
Break and Enter Residential/Other,2019,6,22,20,33,72XX HUDSON ST,Oakridge,490177.67,5451952.59
Break and Enter Residential/Other,2019,1,2,11,57,12XX WOLFE AVE,Shaughnessy,490316.4,5456098.04
Theft of Bicycle,2019,3,27,14,25,GRANVILLE ST / HELMCKEN ST,Central Business District,490936.87,5458390.32
Break and Enter Commercial,2019,6,14,8,0,6XX E 8TH AVE,Mount Pleasant,493392.15,5456749.93
Theft from Vehicle,2019,4,5,20,30,75XX PRINCE EDWARD ST,Sunset,492883.06,5451529.3
Mischief,2019,7,14,22,26,2XX W 2ND AVE,Mount Pleasant,491921.99,5457314.42
Theft from Vehicle,2019,4,29,16,0,7XX POWELL ST,Strathcona,493545.72,5458923.15
Theft from Vehicle,2019,1,26,16,0,10XX BARCLAY ST,West End,490903.58,5458800.68
Theft of Bicycle,2019,2,14,16,8,5XX W GEORGIA ST,Central Business District,491538.4,5458728.66
Break and Enter Residential/Other,2019,4,16,3,49,72XX HUDSON ST,Oakridge,490184.46,5451934.18
Mischief,2019,5,25,0,1,2XX W 2ND AVE,Mount Pleasant,491984.28,5457362.09
Break and Enter Residential/Other,2019,4,7,20,0,72XX NANAIMO ST,Victoria-Fraserview,495684.01,5451759.02
Offence Against a Person,2019,2,13,,,OFFSET TO PROTECT PRIVACY,,0,0
Mischief,2019,5,25,18,46,2XX W 2ND AVE,Mount Pleasant,491984.28,5457362.09
Mischief,2019,7,5,14,18,2XX W 4TH AVE,Mount Pleasant,492032.88,5457189
Mischief,2019,4,9,20,0,74XX STANLEY PARK DR,Stanley Park,488646.93,5460991.59
Break and Enter Residential/Other,2019,5,7,10,32,72XX NEAL ST,Oakridge,491102.11,5451838.37
Mischief,2019,5,25,16,0,2XX W 7TH AVE,Mount Pleasant,491999.42,5456899.37
Other Theft,2019,4,3,11,0,20XX COMMERCIAL DR,Grandview-Woodland,494933.67,5457116.08
Mischief,2019,2,5,16,0,2XX W 8TH AVE,Mount Pleasant,491949.32,5456800.16
Other Theft,2019,3,11,14,34,84XX GRANVILLE ST,Marpole,489762.83,5450782.72
Other Theft,2019,6,14,9,54,84XX GRANVILLE ST,Marpole,489762.83,5450782.72
Theft from Vehicle,2019,6,1,17,0,7XX POWELL ST,Strathcona,493547.21,5458923.1
